City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country Code,Date
367,athabasca,39.4735,-118.7774,33.8,80,90,5.75,US,1615439650
368,athabasca,60.3964,-1.353,44.6,87,99,16.11,GB,1615439441
369,athabasca,12.15,-68.2667,78.8,73,62,10.36,BQ,1615438856
370,athabasca,54.4299,31.8996,2.19,94,96,8.39,RU,1615439651
371,athabasca,-32.95,151.6667,81.0,71,77,15.17,AU,1615439651
372,athabasca,61.4732,-6.8119,40.53,86,100,17.76,FO,1615439652
373,athabasca,12.1791,125.5072,77.31,89,100,23.47,PH,1615439652
374,athabasca,51.5877,-2.9984,51.01,83,93,7.0,GB,1615439652
375,athabasca,-1.5746,9.2618,78.06,90,99,5.95,GA,1615439653
376,athabasca,44.0787,-80.2041,52.0,69,100,20.78,CA,1615439512
377,athabasca,36.0986,120.3719,53.01,58,100,4.47,CN,1615439592
378,athabasca,34.6667,138.95,57.2,47,20,11.5,JP,1615439140
379,athabasca,-45.8742,170.5036,55.99,69,70,18.01,NZ,1615438901
380,athabasca,66.8333,70.8333,-26.39,83,0,7.18,RU,1615439654
381,athabasca,-4.2761,-55.9836,72.73,98,100,1.63,BR,1615439654
382,athabasca,62.2266,-6.589,37.4,87,75,4.61,FO,1615439655
383,athabasca,47.0667,51.8667,14.0,67,0,13.42,KZ,1615439655
384,athabasca,18.451,-78.1736,75.2,83,20,13.8,JM,1615439655
385,athabasca,17.9583,-102.2,70.48,85,0,4.12,MX,1615439656
386,athabasca,-23.4923,-58.7972,69.19,45,0,2.57,PY,1615439656
387,athabasca,-10.6833,35.65,64.4,94,40,1.59,TZ,1615439657
388,athabasca,47.8333,5.3333,48.2,71,90,14.97,FR,1615439657
389,athabasca,-6.5339,-64.3831,72.14,98,100,2.04,BR,1615439657
390,athabasca,-5.2246,145.7966,85.71,62,11,8.84,PG,1615439150
391,athabasca,1.1667,108.9667,83.52,71,100,9.15,ID,1615439658
392,athabasca,-8.3791,-74.5539,70.56,97,28,0.83,PE,1615439658
393,athabasca,57.5058,-1.7981,46.4,81,75,12.66,GB,1615439659
394,athabasca,11.9465,108.4419,78.73,40,12,5.61,VN,1615439659
395,athabasca,-1.2333,34.4333,62.13,67,97,7.81,TZ,1615439660
396,athabasca,50.0919,13.163,34.0,86,75,5.75,CZ,1615439660
397,athabasca,62.1564,-7.1664,37.4,87,75,4.61,FO,1615439661
398,athabasca,48.8534,2.3488,53.01,87,75,18.41,FR,1615439394
399,athabasca,10.0987,-84.3782,69.8,68,0,9.22,CR,1615439661
400,athabasca,69.4154,30.8136,5.0,78,85,16.11,RU,1615439661
401,athabasca,16.2833,95.6833,97.47,20,0,5.08,MM,1615439662
402,athabasca,29.0464,111.6783,64.0,7,57,3.0,CN,1615439662
403,athabasca,-45.8667,-67.5,53.6,40,0,25.32,AR,1615439663
404,athabasca,5.9485,80.5353,82.02,69,99,9.44,LK,1615439133
405,athabasca,35.3658,-120.8499,46.99,87,99,2.42,US,1615439505
406,athabasca,39.4883,-1.1004,50.0,100,0,3.44,ES,1615439663
407,athabasca,34.3834,-86.3333,59.0,51,1,6.91,US,1615439664
408,athabasca,-16.1564,33.5867,77.0,88,20,0.29,MZ,1615439664
409,athabasca,0.8,127.4,84.22,71,51,6.62,ID,1615439665
410,athabasca,-31.4333,152.9167,69.8,94,75,5.75,AU,1615439665
411,athabasca,67.4667,86.5833,-21.6,84,0,3.98,RU,1615439665
412,athabasca,-19.55,169.2667,80.51,67,67,11.83,VU,1615439666
413,athabasca,20.8947,-156.47,73.4,88,1,3.44,US,1615439666
414,athabasca,58.1286,68.5944,4.82,95,100,9.24,RU,1615439667
415,athabasca,25.0213,37.2685,80.58,41,0,3.74,SA,1615439667
416,athabasca,-35.7167,150.1833,78.01,75,48,8.01,AU,1615439469
417,athabasca,44.4031,8.2746,46.0,99,89,1.61,IT,1615439668
418,athabasca,45.5234,-122.6762,48.0,66,7,1.01,US,1615439668
419,athabasca,49.6,-114.4353,19.4,86,100,6.91,CA,1615439669
420,athabasca,-0.4139,-65.0192,71.49,97,100,1.48,BR,1615439475
421,athabasca,40.8,-96.667,37.4,65,1,12.66,US,1615439525
422,athabasca,27.8964,102.2634,68.11,39,53,3.51,CN,1615439669
423,athabasca,48.6814,71.6433,26.11,97,79,27.29,KZ,1615439670
424,athabasca,35.5729,53.3971,49.01,48,19,3.4,IR,1615439670
425,athabasca,33.7333,135.9833,59.0,47,20,4.61,JP,1615439671
426,athabasca,7.7102,81.6924,83.73,70,50,11.59,LK,1615439671
427,athabasca,-36.8927,-60.3225,66.99,79,100,3.0,AR,1615439589
428,athabasca,22.9333,97.75,89.53,17,14,3.94,MM,1615439671
429,athabasca,-41.45,147.1667,75.99,41,4,10.36,AU,1615439672
430,athabasca,25.05,61.7417,75.67,72,0,6.13,PK,1615439506
431,athabasca,19.2833,-81.25,77.0,1,20,28.99,KY,1615439673
432,athabasca,42.7762,-9.0603,57.0,83,100,11.99,ES,1615439673
433,athabasca,66.5606,67.7975,-24.18,86,3,6.8,RU,1615439673
434,athabasca,34.8791,-76.9013,55.0,71,1,6.24,US,1615439674
435,athabasca,-3.3167,17.3667,72.14,92,95,2.64,CD,1615439674
436,athabasca,-9.2368,-35.4901,73.4,94,0,3.44,BR,1615439675
437,athabasca,28.0667,95.3333,77.5,39,92,1.99,IN,1615439675
438,athabasca,26.6,79.4667,91.67,15,0,2.55,IN,1615439675
439,athabasca,-9.1667,-60.6333,70.23,99,100,1.74,BR,1615439676
440,athabasca,3.3,117.6333,82.47,71,100,5.95,ID,1615439646
441,athabasca,11.2126,99.5117,87.8,66,20,6.91,TH,1615439676
442,athabasca,-17.7125,-39.2481,75.87,81,86,5.57,BR,1615439085
443,athabasca,35.174,-2.9287,50.0,76,0,3.22,MA,1615439677
444,athabasca,13.2167,80.3167,87.8,58,40,4.61,IN,1615439079
445,athabasca,28.3667,129.4833,73.4,53,20,14.97,JP,1615439105
446,athabasca,-27.1167,31.2,61.88,44,0,5.5,SZ,1615439678
447,athabasca,1.6833,101.45,89.62,53,99,3.71,ID,1615439678
448,athabasca,51.8718,45.0078,-10.8,89,0,7.7,RU,1615439679
449,athabasca,53.9667,121.9667,28.11,93,22,5.55,RU,1615439679
450,athabasca,18.3851,42.4509,64.4,42,0,6.91,SA,1615439679
451,athabasca,-16.4497,-39.0647,71.6,88,0,3.44,BR,1615439680
452,athabasca,-15.9653,-54.9683,69.6,91,100,3.85,BR,1615439680
453,athabasca,43.7501,-81.7165,60.8,44,100,25.32,CA,1615439681
454,athabasca,-11.0964,-77.6139,71.82,74,64,6.29,PE,1615439681
455,athabasca,-34.5833,150.8552,78.01,70,55,5.99,AU,1615439090
456,athabasca,63.1,7.8167,39.2,48,75,17.27,NO,1615439681
457,athabasca,12.9894,7.6006,76.26,17,94,7.07,NG,1615439682
458,athabasca,47.2724,35.2224,21.2,68,0,8.95,UA,1615439682
459,athabasca,46.4083,-105.8406,30.2,74,1,5.75,US,1615439683
460,athabasca,63.4427,-20.2734,33.31,86,21,33.29,IS,1615439123
461,athabasca,64.8945,-23.7142,25.66,88,100,16.31,IS,1615439683
462,athabasca,49.6333,142.1667,25.92,94,98,5.32,RU,1615439684
463,athabasca,38.8876,-76.5119,51.8,71,1,5.75,US,1615439684
464,athabasca,16.8667,81.9333,86.0,62,40,8.05,IN,1615439685
465,athabasca,-23.1333,150.7333,86.0,51,75,10.36,AU,1615439685
466,athabasca,49.9811,92.0667,14.18,94,93,3.29,MN,1615439535
467,athabasca,49.9168,-109.4848,21.2,86,96,11.5,CA,1615439686
468,athabasca,66.7697,123.3711,-3.44,89,100,10.67,RU,1615439496
469,athabasca,-33.4569,-70.6483,66.99,63,12,1.99,CL,1615439635
470,athabasca,35.244,60.6225,45.43,58,2,1.43,IR,1615439686
471,athabasca,-14.8031,36.5372,70.38,95,100,1.3,MZ,1615439687
472,athabasca,31.5608,48.1831,60.8,63,0,7.05,IR,1615439687
473,athabasca,5.1801,97.1507,86.45,58,47,5.55,ID,1615439688
474,athabasca,78.2186,15.6401,24.8,93,90,10.36,SJ,1615439679
475,athabasca,9.1104,18.3463,78.8,44,0,3.22,TD,1615439688
476,athabasca,59.3833,143.3,6.1,89,100,3.02,RU,1615439689
477,athabasca,48.8264,58.1442,-0.42,92,100,12.44,KZ,1615439689
478,athabasca,37.4636,-122.4286,48.2,87,90,6.91,US,1615439690
479,athabasca,-2.2333,-80.9,77.9,82,100,5.26,EC,1615439690
480,athabasca,51.226,-58.6502,29.84,95,100,21.81,CA,1615439691
481,athabasca,10.5669,72.642,83.21,70,58,6.8,IN,1615439691
482,athabasca,4.423,-7.3528,78.31,90,95,6.11,CI,1615439692
483,athabasca,-3.9014,-38.3911,82.0,78,40,8.05,BR,1615439605
484,athabasca,10.3744,10.7288,71.6,21,100,2.89,NG,1615439692
485,athabasca,-17.5333,146.0333,82.02,73,52,10.02,AU,1615439693
486,athabasca,16.7833,94.7333,102.0,14,0,2.13,MM,1615439659
487,athabasca,8.2,-59.7833,71.24,98,69,1.12,GY,1615439693
488,athabasca,-3.5403,118.9707,85.64,61,100,5.46,ID,1615439522
489,athabasca,-19.0595,-169.9187,80.6,65,77,8.05,NU,1615439694
490,athabasca,-18.933,47.4354,68.0,77,75,5.75,MG,1615439695
491,athabasca,-5.1092,31.0419,65.3,92,9,2.71,TZ,1615439695
492,athabasca,-12.7406,-60.1458,67.55,99,100,3.38,BR,1615439422
493,athabasca,0.9703,-76.5858,71.83,80,97,1.95,CO,1615439696
494,athabasca,-22.4667,-68.9333,48.2,66,0,13.8,CL,1615439696
495,athabasca,48.5999,-93.4003,30.2,64,90,9.22,CA,1615439404
496,athabasca,-17.8,-63.1667,73.4,94,2,4.61,BO,1615439572
497,athabasca,-8.145,159.5921,82.98,74,63,4.23,SB,1615439697
498,athabasca,35.3029,37.1841,52.72,70,99,5.03,SY,1615439697
499,athabasca,31.4165,31.8133,60.8,88,0,12.66,EG,1615439698
500,athabasca,42.2249,-121.7817,30.99,93,1,4.34,US,1615439698
501,athabasca,-5.3582,104.9744,84.79,70,34,5.01,ID,1615439698
502,athabasca,1.0968,36.698,63.9,52,97,6.89,KE,1615439457
503,athabasca,40.6576,-73.5832,46.0,87,1,3.44,US,1615439556
504,athabasca,53.7884,81.3423,16.95,95,92,15.23,RU,1615439699
505,athabasca,-3.3783,-68.8725,71.8,98,100,2.89,BR,1615439700
506,athabasca,69.3833,178.4167,-14.13,76,0,4.99,RU,1615439700
507,athabasca,-38.925,174.25,57.99,83,99,14.0,NZ,1615439700
508,athabasca,-34.6833,150.8667,77.0,73,50,13.0,AU,1615439701
509,athabasca,-15.7667,128.7333,87.8,79,40,4.61,AU,1615439697
510,athabasca,45.0205,-93.218,39.99,87,90,18.41,US,1615439701
511,athabasca,42.4308,130.6434,45.81,58,27,4.81,RU,1615439702
512,athabasca,-23.7781,-45.3581,72.63,84,21,3.02,BR,1615439702
513,athabasca,8.639,-83.166,72.72,87,19,2.66,CR,1615439703
514,athabasca,32.6475,110.7781,63.93,47,7,3.62,CN,1615439414
515,athabasca,45.5834,-70.8823,42.8,52,1,5.75,CA,1615439703
516,athabasca,24.8711,-103.6964,62.64,27,70,5.59,MX,1615439704
517,athabasca,-41.4122,175.5153,63.0,72,75,19.57,NZ,1615439705
518,athabasca,41.1231,80.2644,56.68,35,27,6.17,CN,1615439705
519,athabasca,4.4148,114.0089,87.8,74,40,4.61,MY,1615439418
520,athabasca,56.45,138.1667,22.68,85,92,9.64,RU,1615439706
521,athabasca,-17.7833,-57.7667,71.76,62,0,2.04,BO,1615439706
522,athabasca,50.6996,-127.4199,44.6,100,1,2.3,CA,1615439444
523,athabasca,-14.8167,-66.85,72.7,87,12,2.59,BO,1615439707
524,athabasca,-26.9566,24.7284,59.86,39,0,5.55,ZA,1615439707
525,athabasca,48.1,136.1,32.16,94,2,8.48,RU,1615439707
526,athabasca,40.8021,-124.1637,43.0,89,87,4.0,US,1615439708
527,athabasca,8.2333,-12.6833,75.47,90,42,1.57,SL,1615439708
528,athabasca,12.5847,-81.7006,80.6,74,75,11.5,CO,1615439709
529,athabasca,-2.9167,104.7458,87.8,66,75,5.75,ID,1615439709
530,athabasca,37.7749,-122.4194,46.99,71,90,14.97,US,1615439573
531,athabasca,15.2833,-23.7667,66.2,72,20,23.02,CV,1615439709
532,athabasca,6.41,38.31,69.96,44,0,3.38,ET,1615439710
533,athabasca,17.0151,54.0924,78.8,69,0,1.14,OM,1615439132
534,athabasca,27.7172,109.1853,63.52,63,72,0.51,CN,1615439710
535,athabasca,-25.3333,-57.5333,66.2,88,0,5.68,PY,1615439571
536,athabasca,21.2833,-88.9333,71.89,79,1,8.81,MX,1615439711
537,athabasca,58.4036,49.0572,12.31,95,100,9.73,RU,1615439711
538,athabasca,48.5722,83.6542,31.91,99,100,8.43,KZ,1615439712
539,athabasca,11.0333,-63.8628,74.12,89,75,10.51,VE,1615439712
540,athabasca,46.5167,25.75,27.0,68,97,2.51,RO,1615439713
541,athabasca,47.8043,67.7144,25.07,97,100,23.67,KZ,1615439492
542,athabasca,50.2653,-5.0544,50.0,81,75,36.82,GB,1615439624
543,athabasca,-10.4378,-39.3328,68.77,96,24,4.85,BR,1615439713
544,athabasca,51.3813,1.3862,51.01,69,83,7.0,GB,1615439468
545,athabasca,-5.3833,27.0,68.7,91,56,2.51,CD,1615439714
546,athabasca,38.7992,-9.4469,55.99,87,94,5.01,PT,1615439715
547,athabasca,-21.8333,46.9333,67.96,80,7,3.31,MG,1615439715
548,athabasca,39.1834,-84.5333,62.01,48,52,14.52,US,1615439499
549,athabasca,41.9563,42.9566,48.2,61,75,21.85,GE,1615439716
550,athabasca,33.2579,116.5655,47.39,90,100,5.41,CN,1615439716
551,athabasca,-19.7281,-50.1956,69.75,87,100,4.27,BR,1615439674
552,athabasca,65.9667,29.1833,-2.2,55,0,9.22,FI,1615439717
553,athabasca,27.3833,81.9833,91.9,15,0,3.58,IN,1615439717
554,athabasca,54.7169,-113.2854,3.2,72,24,1.14,CA,1615439704
